Order Date,Region,Category,Sales,Profit
2020-05-23,Central,Office Supplies,793.45,231.04
2020-05-23,East,Office Supplies,41801.7,2448.06
2020-05-23,Central,Technology,43179.38,12082.18
2020-05-24,East,Technology,22421.08,6011.15
2020-05-24,South,Technology,13956.37,1147.08
2020-05-26,West,Technology,26714.13,5999.96
2020-05-28,Central,Office Supplies,32222.28,7810.81
2020-05-28,Central,Office Supplies,48287.31,5984.8
2020-05-29,East,Technology,2386.85,359.48
2020-05-30,South,Furniture,13103.16,3601.01
2020-05-30,East,Furniture,4442.96,1140.72
2020-05-31,East,Technology,33459.54,5049.85
2020-06-02,Central,Furniture,8841.77,1959.36
2020-06-02,Central,Technology,21830.57,5540.99
2020-06-03,South,Furniture,5784.44,1535.3
2020-06-04,East,Furniture,15467.99,1567.81
2020-06-04,East,Office Supplies,21076.13,3104.31
2020-06-04,East,Office Supplies,2307.76,360.1
2020-06-05,West,Furniture,40084.08,4904.09
2020-06-05,Central,Technology,8187.99,2326.85
2020-06-05,East,Furniture,23582.0,3875.08
2020-06-07,East,Office Supplies,36479.75,9813.41
2020-06-08,East,Technology,23189.66,1982.73
2020-06-08,Central,Technology,36527.79,2823.57
2020-06-09,Central,Technology,48316.73,3765.42
2020-06-09,East,Technology,7813.44,484.29
2020-06-09,South,Office Supplies,24211.67,6971.35
2020-06-10,South,Furniture,13921.94,1888.24
2020-06-12,Central,Furniture,29611.21,8626.2
2020-06-12,South,Furniture,43513.09,4626.93
2020-06-13,South,Office Supplies,31848.95,6036.5
2020-06-14,East,Furniture,34580.15,4011.88
2020-06-16,East,Technology,14115.2,3850.33
2020-06-16,Central,Furniture,26212.43,5902.63
2020-06-17,Central,Furniture,13887.09,2232.32
2020-06-17,Central,Technology,12518.67,2779.27
2020-06-17,West,Office Supplies,27848.92,2809.97
2020-06-17,South,Technology,16362.27,3564.73
2020-06-18,East,Office Supplies,36661.34,7479.72
2020-06-18,East,Technology,41278.62,3434.35
2020-06-19,East,Technology,31369.58,4272.22
2020-06-19,East,Furniture,35749.84,5785.83
2020-06-19,South,Technology,37338.97,3017.42
2020-06-20,West,Office Supplies,33949.39,8123.44
2020-06-20,South,Technology,46441.25,2768.23
2020-06-20,South,Technology,46975.16,5847.81
2020-06-21,Central,Furniture,15297.91,4511.41
2020-06-21,East,Furniture,4363.45,715.92
2020-06-21,Central,Office Supplies,29810.1,8881.9
2020-06-22,South,Furniture,19997.29,4945.23
2020-06-22,West,Office Supplies,36571.18,6040.65
2020-06-23,West,Furniture,15844.02,3391.19
2020-06-23,West,Furniture,33631.89,7748.06
2020-06-24,South,Office Supplies,41168.78,12295.36
2020-06-24,West,Office Supplies,39663.54,3473.65
2020-06-24,West,Office Supplies,43818.54,12833.59
2020-06-24,Central,Technology,5464.18,1422.36
2020-06-26,West,Office Supplies,2876.11,781.73
2020-06-26,South,Technology,32259.07,6073.36
2020-06-26,East,Office Supplies,30833.63,5601.89
2020-06-26,South,Technology,4109.39,594.5
2020-06-28,South,Furniture,27773.97,3188.65
2020-06-28,South,Office Supplies,7010.5,1554.62
2020-06-29,West,Furniture,45326.01,6582.32
2020-06-29,West,Technology,6023.9,798.69
2020-06-29,South,Furniture,4744.68,1213.75
2020-06-29,West,Technology,8625.31,1643.73
2020-06-30,East,Office Supplies,34158.94,4463.1
2020-06-30,West,Office Supplies,43233.52,11641.13
2020-07-01,West,Technology,22278.7,2723.22
2020-07-02,South,Technology,11503.41,2395.55
2020-07-02,South,Office Supplies,21751.34,3114.53
2020-07-03,Central,Furniture,28720.11,5396.02
2020-07-03,South,Furniture,43943.12,3515.59
2020-07-03,East,Office Supplies,34054.72,5481.01
2020-07-03,Central,Technology,2320.5,244.45
2020-07-04,East,Office Supplies,24607.26,7024.16
2020-07-05,Central,Furniture,18759.52,5339.04
2020-07-06,West,Furniture,20555.23,2507.41
2020-07-07,South,Technology,35317.34,5492.45
2020-07-07,East,Furniture,25377.07,2595.96
2020-07-08,West,Technology,27081.95,7879.35
2020-07-09,West,Office Supplies,33973.84,7185.23
2020-07-10,West,Furniture,45933.45,3913.86
2020-07-12,West,Technology,4034.36,646.83
2020-07-13,Central,Office Supplies,16966.06,4973.56
2020-07-13,Central,Office Supplies,37249.82,4568.5
2020-07-14,Central,Technology,2976.1,676.91
2020-07-14,West,Furniture,17284.3,1887.94
2020-07-16,South,Office Supplies,34099.69,3845.59
2020-07-19,South,Office Supplies,14762.19,3555.25
2020-07-19,West,Technology,27969.12,6926.6
2020-07-20,Central,Technology,31357.82,4834.34
2020-07-21,South,Furniture,29574.23,8179.47
2020-07-23,East,Technology,1696.43,355.8
2020-07-25,Central,Technology,3826.28,943.94
2020-07-26,South,Furniture,28667.66,6986.78
2020-07-26,East,Office Supplies,28910.55,8168.86
2020-07-28,South,Technology,9289.81,2024.01
2020-07-28,Central,Office Supplies,7050.36,425.46
2020-07-29,South,Furniture,33656.75,4805.79
2020-07-29,South,Technology,47551.46,2555.39
2020-07-30,South,Technology,6702.39,437.69
2020-07-30,West,Technology,20662.91,5643.21
2020-07-31,West,Technology,40186.5,6849.36
2020-07-31,South,Office Supplies,38091.72,3068.98
2020-08-01,Central,Office Supplies,29199.1,2294.48
2020-08-02,South,Technology,37212.21,9468.44
2020-08-02,Central,Furniture,4476.67,650.18
2020-08-03,South,Technology,8978.88,679.95
2020-08-03,East,Technology,31345.08,7095.34
2020-08-03,Central,Furniture,32861.34,2236.82
2020-08-05,West,Technology,4533.75,346.73
2020-08-05,South,Technology,2050.43,410.7
2020-08-05,Central,Furniture,26803.89,6280.48
2020-08-06,Central,Technology,45256.34,7475.76
2020-08-06,Central,Furniture,48709.8,4667.54
2020-08-06,East,Office Supplies,4403.03,709.88
2020-08-08,West,Furniture,13885.71,3885.56
2020-08-08,South,Technology,15165.36,1095.13
2020-08-08,Central,Furniture,37453.02,4191.16
2020-08-08,Central,Technology,29632.02,3613.29
2020-08-09,East,Furniture,19242.8,1464.49
2020-08-10,West,Furniture,40526.1,11575.27
2020-08-10,West,Furniture,43653.99,10537.96
2020-08-10,Central,Technology,25834.42,4645.35
2020-08-10,East,Office Supplies,8147.42,2163.99
2020-08-11,South,Technology,18639.62,5206.15
2020-08-12,West,Office Supplies,36553.88,2640.43
2020-08-12,West,Office Supplies,22550.21,3338.83
2020-08-13,South,Office Supplies,35804.34,8403.25
2020-08-14,South,Furniture,1513.62,293.75
2020-08-14,South,Office Supplies,35210.89,8921.97
2020-08-16,Central,Furniture,43464.24,7224.43
2020-08-16,West,Technology,42412.74,5188.97
2020-08-16,East,Office Supplies,46344.84,4883.47
2020-08-17,West,Technology,24210.2,7190.95
2020-08-18,Central,Technology,41356.21,11982.62
2020-08-18,Central,Technology,41375.04,3478.37
2020-08-20,South,Furniture,9172.52,1747.51
2020-08-20,East,Technology,23045.82,2028.7
2020-08-21,East,Furniture,38570.14,10056.24
2020-08-22,Central,Technology,28941.44,5761.95
2020-08-23,Central,Technology,1147.29,211.82
2020-08-24,South,Furniture,34295.0,2939.58
2020-08-24,East,Furniture,9758.61,963.76
2020-08-24,Central,Technology,34503.45,3050.76
2020-08-26,East,Furniture,23235.03,6125.36
2020-08-26,South,Technology,12507.57,2232.35
2020-08-27,South,Furniture,13254.02,2088.27
2020-08-27,Central,Technology,47110.84,7835.46
2020-08-28,Central,Office Supplies,21838.56,1309.92
2020-08-28,East,Technology,16571.61,2029.59
2020-08-30,West,Office Supplies,31147.78,2477.0
2020-08-30,South,Office Supplies,5186.93,637.09
2020-08-30,East,Office Supplies,13001.77,3860.18
2020-08-30,East,Technology,47689.55,6188.91
2020-08-31,East,Technology,49294.36,5665.29
2020-09-01,West,Office Supplies,35265.75,4531.72
2020-09-01,South,Furniture,686.5,185.57
2020-09-01,West,Technology,26797.77,5625.5
2020-09-02,West,Technology,35457.54,1840.7
2020-09-03,Central,Furniture,37893.84,8643.23
2020-09-04,East,Technology,2860.32,659.89
2020-09-05,South,Technology,21160.66,2835.31
2020-09-05,West,Office Supplies,38153.65,11264.08
2020-09-06,East,Furniture,28972.81,3631.73
2020-09-06,South,Technology,8845.88,585.62
2020-09-07,South,Office Supplies,49329.16,9264.53
2020-09-07,West,Furniture,33554.97,9850.9
2020-09-07,West,Technology,49861.62,6360.32
2020-09-09,South,Office Supplies,15116.46,1891.69
2020-09-09,Central,Office Supplies,4396.09,469.9
2020-09-10,South,Furniture,44758.31,4775.24
2020-09-10,East,Technology,44494.94,2799.88
2020-09-12,South,Technology,47669.06,4523.57
2020-09-12,West,Technology,20808.32,5912.08
2020-09-12,West,Technology,40401.07,5236.3
2020-09-13,Central,Office Supplies,38726.83,3013.54
2020-09-15,West,Furniture,39269.46,2346.27
2020-09-16,East,Technology,26397.56,7459.34
2020-09-16,Central,Furniture,34640.23,6914.72
2020-09-18,East,Office Supplies,25867.5,5932.12
2020-09-19,East,Office Supplies,14466.7,2710.78
2020-09-19,East,Office Supplies,10126.08,949.52
2020-09-20,West,Technology,27437.02,1818.88
2020-09-20,East,Technology,7564.73,1733.79
2020-09-21,South,Furniture,43935.22,2940.99
2020-09-21,West,Technology,32594.47,9691.28
2020-09-23,South,Office Supplies,3395.81,490.52
2020-09-25,West,Office Supplies,37681.79,6046.01
2020-09-25,West,Furniture,10384.43,2006.5
2020-09-25,West,Office Supplies,4254.65,1276.28
2020-09-27,Central,Furniture,18348.96,965.28
2020-09-27,Central,Furniture,40261.32,9208.2
2020-09-27,East,Technology,30689.74,3021.44
2020-09-28,West,Technology,40795.72,10347.62
2020-09-28,South,Office Supplies,41869.24,11924.43
2020-10-01,South,Office Supplies,16239.01,2492.69
2020-10-01,East,Office Supplies,18616.35,5219.68
2020-10-02,Central,Furniture,43895.64,10713.01
2020-10-02,East,Technology,1816.83,507.43
2020-10-03,West,Technology,48210.22,13512.69
2020-10-03,East,Office Supplies,19707.37,2775.45
2020-10-06,East,Technology,23087.24,5793.52
2020-10-06,West,Technology,35180.38,5998.39
2020-10-07,Central,Office Supplies,18335.9,4561.78
2020-10-09,Central,Technology,10957.55,1211.97
2020-10-10,South,Technology,13800.69,3030.87
2020-10-10,West,Office Supplies,28408.27,4703.95
2020-10-12,Central,Office Supplies,28217.97,3335.56
2020-10-13,South,Furniture,44397.62,11953.18
2020-10-14,Central,Technology,6865.05,941.24
2020-10-14,South,Office Supplies,23794.29,4411.86
2020-10-17,South,Office Supplies,28230.37,7270.96
2020-10-17,Central,Technology,38585.09,7960.91
2020-10-21,South,Office Supplies,17649.34,4954.28
2020-10-21,West,Technology,12528.59,3526.77
2020-10-23,South,Technology,8052.42,1567.95
2020-10-23,Central,Office Supplies,24596.95,5259.6
2020-10-23,East,Technology,12801.43,1484.12
2020-10-24,West,Furniture,24451.14,5880.72
2020-10-26,West,Office Supplies,17042.74,1567.21
2020-10-26,East,Technology,28976.34,2231.36
2020-10-27,Central,Furniture,44752.39,3860.38
2020-10-27,Central,Furniture,44492.95,12356.53
2020-10-29,South,Furniture,14140.06,2520.33
2020-10-30,Central,Technology,1607.14,360.61
2020-10-31,South,Office Supplies,28306.89,2415.69
2020-10-31,Central,Office Supplies,43305.97,4707.99
2020-11-02,Central,Furniture,42730.69,4605.26
2020-11-03,East,Technology,46993.38,5578.95
2020-11-04,East,Technology,20840.62,1908.04
2020-11-04,Central,Office Supplies,29538.35,7301.21
2020-11-04,South,Technology,15361.16,4441.72
2020-11-05,South,Office Supplies,45192.39,13555.65
2020-11-06,West,Technology,12067.69,3234.12
2020-11-06,East,Furniture,49088.16,13609.67
2020-11-07,South,Furniture,18362.9,4705.91
2020-11-07,Central,Office Supplies,20315.91,2097.31
2020-11-09,East,Technology,2195.93,548.0
2020-11-09,West,Furniture,36521.62,5504.41
2020-11-09,Central,Technology,13591.37,2397.32
2020-11-09,West,Technology,40441.52,2319.58
2020-11-10,East,Furniture,34934.14,8812.89
2020-11-10,West,Furniture,20065.08,2466.37
2020-11-11,Central,Office Supplies,41508.0,8767.06
2020-11-12,Central,Office Supplies,46567.79,7966.04
2020-11-12,East,Office Supplies,17192.39,1340.34
2020-11-13,West,Furniture,32405.88,9682.03
2020-11-13,West,Furniture,1382.77,253.61
2020-11-15,Central,Office Supplies,14878.71,4377.79
2020-11-16,East,Technology,26268.24,4067.29
2020-11-16,Central,Technology,11061.47,3193.55
2020-11-17,East,Furniture,36173.06,10539.38
2020-11-18,East,Furniture,1286.72,299.17
2020-11-18,South,Furniture,45521.11,10069.87
2020-11-19,Central,Office Supplies,31869.73,6265.46
2020-11-20,Central,Technology,23643.42,1234.32
2020-11-20,West,Office Supplies,14192.8,3477.5
2020-11-21,South,Furniture,31072.16,2640.0
2020-11-21,Central,Furniture,15955.61,3845.12
2020-11-21,West,Technology,18002.76,3931.31
2020-11-22,East,Office Supplies,2682.56,359.1
2020-11-25,East,Office Supplies,33346.07,8848.44
2020-11-26,West,Office Supplies,9667.77,1474.12
2020-11-26,West,Technology,20113.66,5256.14
2020-11-26,East,Office Supplies,48838.88,5754.72
2020-11-28,South,Office Supplies,26903.05,7923.18
2020-11-28,East,Technology,21370.18,2016.52
2020-11-28,South,Technology,30681.34,2788.67
2020-11-28,Central,Furniture,46128.57,10645.8
2020-11-29,East,Technology,6206.92,1575.74
2020-11-30,South,Technology,45047.59,7882.36
2020-11-30,South,Office Supplies,9251.68,1545.74
2020-11-30,Central,Furniture,22984.28,5828.21
2020-12-01,Central,Office Supplies,33884.41,8056.22
2020-12-01,East,Office Supplies,9813.27,593.55
2020-12-01,South,Technology,15047.56,900.85
2020-12-02,South,Technology,27276.65,7981.04
2020-12-03,East,Furniture,21015.17,2606.21
2020-12-05,East,Technology,38474.82,3219.14
2020-12-06,South,Furniture,9334.96,1385.06
2020-12-09,Central,Furniture,13059.6,2356.57
2020-12-09,South,Office Supplies,29438.79,2526.57
2020-12-09,South,Technology,8163.38,1039.3
2020-12-09,Central,Furniture,36997.11,6547.1
2020-12-09,East,Office Supplies,35418.92,7911.27
2020-12-11,South,Technology,44252.67,2646.27
2020-12-11,South,Furniture,26139.27,6461.44
2020-12-12,East,Office Supplies,39955.3,3813.21
2020-12-12,West,Office Supplies,18652.08,4080.4
2020-12-12,East,Office Supplies,3342.46,400.28
2020-12-13,East,Office Supplies,47742.87,3764.41
2020-12-14,South,Office Supplies,5191.16,1202.96
2020-12-15,South,Technology,39234.34,8746.76
2020-12-16,South,Office Supplies,22754.54,4547.85
2020-12-16,East,Furniture,1445.41,296.01
2020-12-18,East,Furniture,13622.02,3169.62
2020-12-19,South,Office Supplies,14977.46,1645.48
2020-12-20,Central,Furniture,40140.07,4478.0
2020-12-20,Central,Furniture,20461.39,5775.59
2020-12-20,South,Technology,15774.04,3212.48
2020-12-22,South,Technology,36836.64,10483.51
2020-12-23,South,Furniture,48406.11,6425.65
2020-12-24,West,Technology,29173.76,3808.14
2020-12-25,West,Office Supplies,31509.24,2373.71
2020-12-26,West,Technology,39588.59,2022.51
2020-12-27,South,Furniture,24423.92,2500.88
2020-12-28,East,Office Supplies,49051.75,10283.37
2020-12-28,Central,Technology,31005.39,7191.36
2020-12-28,East,Furniture,36122.93,5454.62
2020-12-29,East,Furniture,16467.63,3717.36
2020-12-30,Central,Office Supplies,26653.43,5595.24
2020-12-30,West,Technology,20459.91,1545.56
2020-12-30,South,Technology,4405.64,1018.62
2020-12-30,Central,Office Supplies,33385.52,9450.0
2020-12-31,East,Technology,15260.65,4179.14
2020-12-31,South,Technology,5811.41,1302.4
2021-01-01,East,Office Supplies,18092.57,5327.63
2021-01-01,South,Office Supplies,7172.49,1275.91
2021-01-02,East,Furniture,48215.21,7718.76
2021-01-03,Central,Technology,48793.36,7170.45
2021-01-03,Central,Furniture,41803.93,5572.29
2021-01-05,South,Office Supplies,48423.83,13945.67
2021-01-05,Central,Technology,22377.22,5996.18
2021-01-05,East,Technology,22280.31,3773.86
2021-01-06,Central,Furniture,12325.78,943.01
2021-01-07,East,Furniture,29825.82,6971.76
2021-01-07,South,Office Supplies,12261.9,1434.63
2021-01-07,South,Furniture,33769.67,9325.82
2021-01-08,West,Technology,43818.49,3010.15
2021-01-08,Central,Furniture,42454.91,11336.5
2021-01-08,East,Technology,21190.91,3331.01
2021-01-09,East,Office Supplies,34081.75,9365.0
2021-01-10,Central,Office Supplies,21346.22,5759.14
2021-01-10,West,Furniture,48642.86,6067.42
2021-01-11,Central,Office Supplies,28311.61,7074.45
2021-01-12,East,Technology,43621.34,5429.98
2021-01-12,East,Furniture,39411.98,11471.08
2021-01-12,East,Technology,49523.52,7532.66
2021-01-13,Central,Office Supplies,17674.87,2278.35
2021-01-13,South,Furniture,35509.76,10076.67
2021-01-13,East,Office Supplies,46658.34,10835.39
2021-01-14,West,Technology,2554.22,440.25
2021-01-15,West,Furniture,36337.22,5021.3
2021-01-15,Central,Furniture,11339.52,576.75
2021-01-16,South,Furniture,23296.1,4568.65
2021-01-16,West,Technology,32555.34,1888.51
2021-01-16,West,Office Supplies,39977.11,9616.96
2021-01-17,South,Office Supplies,11024.93,817.68
2021-01-18,West,Office Supplies,22262.96,4244.44
2021-01-20,East,Technology,28399.02,3583.5
2021-01-20,Central,Office Supplies,39615.68,8215.99
2021-01-21,East,Technology,47036.03,7661.13
2021-01-23,South,Office Supplies,48702.13,5114.88
2021-01-23,Central,Office Supplies,1123.45,129.8
2021-01-25,South,Office Supplies,6428.46,1829.55
2021-01-26,East,Office Supplies,24904.94,3332.38
2021-01-26,South,Technology,10726.16,2566.67
2021-01-28,East,Technology,39038.91,2091.42
2021-01-29,South,Technology,39603.75,8745.53
2021-01-29,Central,Office Supplies,48622.25,8007.96
2021-01-29,Central,Office Supplies,39322.15,7307.73
2021-01-30,South,Office Supplies,4720.28,1271.12
2021-01-31,South,Technology,12113.8,1340.85
2021-01-31,East,Office Supplies,38659.47,10722.89
2021-02-02,East,Office Supplies,28459.83,5529.25
2021-02-02,East,Furniture,47402.93,10830.88
2021-02-02,South,Office Supplies,11671.89,2839.06
2021-02-02,Central,Technology,13002.14,3645.81
2021-02-08,West,Furniture,11761.99,823.53
2021-02-09,South,Office Supplies,39688.91,9444.31
2021-02-09,South,Office Supplies,3821.87,681.8
2021-02-12,West,Technology,33109.91,9473.45
2021-02-13,West,Technology,47136.05,13798.37
2021-02-13,South,Technology,34985.86,6090.14
2021-02-13,West,Furniture,3661.39,473.25
2021-02-15,South,Furniture,31552.2,4637.38
2021-02-16,East,Office Supplies,33545.41,8488.1
2021-02-17,West,Technology,48467.36,2911.03
2021-02-17,West,Office Supplies,41678.46,10803.32
2021-02-17,East,Office Supplies,21440.29,3828.01
2021-02-19,West,Office Supplies,46266.23,2517.11
2021-02-19,South,Technology,10223.38,1439.43
2021-02-19,Central,Furniture,40348.06,2439.67
2021-02-20,West,Office Supplies,48642.63,12819.97
2021-02-21,Central,Office Supplies,6823.27,344.59
2021-02-21,West,Furniture,22395.06,3944.77
2021-02-21,West,Office Supplies,22225.98,3949.61
2021-02-24,Central,Technology,42585.44,11744.56
2021-02-24,East,Furniture,34011.48,1977.78
2021-02-25,West,Furniture,15359.51,2756.53
2021-02-26,East,Technology,6995.17,1813.71
2021-02-26,East,Furniture,15306.95,3861.8
2021-02-26,South,Furniture,6382.54,1616.78
2021-02-27,East,Technology,32225.38,2907.4
2021-02-28,Central,Office Supplies,9082.77,1856.6
2021-03-03,East,Technology,23286.69,3447.96
2021-03-03,East,Office Supplies,49367.12,3113.14
2021-03-05,South,Technology,48102.51,5362.67
2021-03-05,West,Technology,8921.45,639.54
2021-03-06,Central,Office Supplies,10134.38,1583.76
2021-03-06,Central,Office Supplies,35418.99,7588.53
2021-03-07,Central,Technology,14523.91,3103.31
2021-03-07,South,Furniture,45817.29,11363.27
2021-03-07,South,Furniture,40588.65,5515.9
2021-03-07,East,Office Supplies,6998.7,1514.69
2021-03-08,South,Office Supplies,27911.94,7989.16
2021-03-08,East,Office Supplies,6904.36,1508.89
2021-03-10,East,Furniture,45395.23,10197.02
2021-03-10,West,Furniture,2315.86,259.56
2021-03-11,Central,Furniture,33758.65,4807.28
2021-03-11,East,Furniture,23368.98,4483.33
2021-03-11,Central,Technology,22297.78,2524.27
2021-03-12,East,Technology,14754.94,1159.98
2021-03-13,West,Office Supplies,47467.87,3707.72
2021-03-13,Central,Office Supplies,22055.54,5494.23
2021-03-14,West,Furniture,9385.26,1638.22
2021-03-14,East,Office Supplies,37264.71,4765.18
2021-03-15,Central,Office Supplies,19282.55,4187.24
2021-03-15,West,Office Supplies,48790.69,10701.94
2021-03-15,Central,Office Supplies,43822.89,12900.08
2021-03-15,East,Furniture,32814.26,5597.1
2021-03-16,West,Office Supplies,12169.78,3367.42
2021-03-17,Central,Furniture,22860.76,5467.91
2021-03-17,West,Office Supplies,39304.02,10149.3
2021-03-19,East,Office Supplies,23947.42,3370.26
2021-03-20,West,Office Supplies,17828.53,1116.14
2021-03-21,West,Technology,25087.83,2504.0
2021-03-22,East,Furniture,23523.62,4819.91
2021-03-23,South,Office Supplies,937.18,118.36
2021-03-24,South,Office Supplies,48677.37,11196.42
2021-03-24,South,Furniture,15201.25,1756.95
2021-03-24,South,Technology,33087.29,2477.18
2021-03-25,West,Furniture,25962.99,6684.97
2021-03-25,South,Technology,7796.93,1493.2
2021-03-27,Central,Furniture,42681.31,4285.97
2021-03-27,Central,Office Supplies,4036.2,973.84
2021-03-28,South,Furniture,17405.54,1096.16
2021-03-28,Central,Furniture,5772.33,339.17
2021-03-28,South,Technology,19353.81,5748.12
2021-03-28,South,Technology,14733.9,3156.03
2021-03-29,West,Office Supplies,42324.53,12577.11
2021-03-29,Central,Office Supplies,33527.32,7136.79
2021-03-30,South,Technology,998.52,246.35
2021-03-30,West,Office Supplies,6481.6,1704.74
2021-03-31,Central,Furniture,10664.32,2321.61
2021-04-01,East,Office Supplies,30222.56,4273.27
2021-04-02,South,Furniture,37692.9,3153.57
2021-04-04,South,Office Supplies,25120.37,1728.34
2021-04-04,West,Office Supplies,14246.92,4177.24
2021-04-05,Central,Technology,45625.1,6302.18
2021-04-08,West,Technology,21134.04,3902.93
2021-04-08,Central,Technology,22589.98,3447.78
2021-04-09,West,Furniture,15735.74,2488.14
2021-04-10,West,Furniture,32687.41,6583.86
2021-04-12,South,Office Supplies,38544.47,11515.63
2021-04-12,Central,Technology,24041.08,2793.42
2021-04-13,South,Furniture,45789.03,5311.15
2021-04-13,West,Technology,9469.13,1337.71
2021-04-14,East,Technology,16227.66,830.24
2021-04-14,East,Office Supplies,26053.43,1860.93
2021-04-15,South,Office Supplies,10734.65,1000.82
2021-04-16,West,Furniture,31256.33,2629.96
2021-04-19,East,Technology,48933.0,13490.1
2021-04-19,East,Technology,49589.12,10815.47
2021-04-19,West,Furniture,23471.48,6237.94
2021-04-20,West,Office Supplies,5493.66,1414.64
2021-04-20,South,Technology,6169.99,1772.02
2021-04-24,Central,Furniture,37994.39,7543.17
2021-04-24,South,Office Supplies,49950.97,12441.32
2021-04-25,Central,Office Supplies,38538.17,2140.22
2021-04-25,West,Technology,19252.95,5347.82
2021-04-26,Central,Furniture,19401.32,3328.88
2021-04-26,South,Technology,19513.29,5273.51
2021-04-27,West,Office Supplies,39241.42,9113.16
2021-04-27,Central,Technology,46605.4,4100.18
2021-04-28,West,Office Supplies,4156.59,238.29
2021-04-29,Central,Office Supplies,23671.56,2404.01
2021-04-30,West,Furniture,8952.1,1605.43
2021-04-30,West,Furniture,36099.31,4131.26
2021-05-03,East,Technology,12635.12,1264.22
2021-05-04,South,Furniture,49324.96,9970.81
2021-05-04,West,Technology,21641.77,5079.04
2021-05-04,West,Technology,27579.53,4483.6
2021-05-06,West,Office Supplies,13566.06,1513.25
2021-05-06,West,Furniture,17817.59,1215.98
2021-05-08,East,Furniture,36058.24,9618.03
2021-05-08,Central,Office Supplies,28732.3,3991.16
2021-05-09,Central,Technology,43903.23,12815.34
2021-05-09,West,Technology,21825.46,2789.62
2021-05-09,South,Furniture,1357.64,257.11
2021-05-09,West,Technology,47887.18,5544.74
2021-05-10,East,Technology,37008.14,8821.77
2021-05-10,West,Technology,18267.27,3106.3
2021-05-11,West,Office Supplies,14696.39,1530.23
2021-05-13,Central,Technology,47861.44,2997.99
2021-05-13,South,Furniture,13503.53,1626.1
2021-05-13,Central,Furniture,42260.79,4250.18
2021-05-13,South,Office Supplies,21809.43,5846.43
2021-05-13,South,Technology,38920.49,3787.05
2021-05-13,Central,Technology,21432.07,2960.45
2021-05-14,Central,Office Supplies,21396.68,2269.07
2021-05-15,South,Furniture,3672.19,582.02
2021-05-15,South,Furniture,34049.14,6144.61
2021-05-16,East,Office Supplies,3515.16,576.55
2021-05-16,South,Furniture,35269.67,3166.91
2021-05-20,South,Office Supplies,45765.65,6142.32
2021-05-20,Central,Office Supplies,20852.47,5523.61
2021-05-21,Central,Furniture,42809.93,2778.77
2021-05-23,Central,Furniture,20459.86,1650.63
2021-05-23,South,Office Supplies,48481.2,4465.29
2021-05-23,South,Technology,6234.43,1802.74
2021-05-23,South,Office Supplies,21718.07,2174.62
2021-05-24,South,Technology,26133.34,7123.38
2021-05-24,South,Office Supplies,13491.79,2635.16
2021-05-25,Central,Furniture,24293.17,3793.61
2021-05-25,Central,Furniture,29184.96,4780.97
2021-05-25,Central,Office Supplies,31820.06,8242.47
2021-05-27,Central,Furniture,9670.77,2092.91
2021-05-27,East,Technology,34864.23,7978.34
2021-05-29,Central,Furniture,48195.71,9888.69
2021-05-30,West,Furniture,21011.3,6267.52
2021-05-31,Central,Furniture,15633.29,2596.43
2021-06-01,East,Technology,2956.42,660.29
2021-06-01,South,Technology,42800.05,5072.03
2021-06-01,Central,Office Supplies,33865.89,9983.88
2021-06-01,West,Furniture,47656.94,13422.33
2021-06-03,South,Office Supplies,13997.51,2037.45
2021-06-07,Central,Technology,28057.57,6892.78
2021-06-07,West,Furniture,4706.01,242.24
2021-06-07,West,Office Supplies,10512.72,1133.37
2021-06-07,East,Furniture,45044.71,3780.8
2021-06-08,East,Technology,38941.25,7621.5
2021-06-10,Central,Furniture,48564.76,14002.7
2021-06-10,West,Furniture,33864.14,3441.85
2021-06-10,East,Office Supplies,20405.49,1384.63
2021-06-10,Central,Technology,19425.15,1513.2
2021-06-11,Central,Furniture,25182.36,4118.76
2021-06-12,South,Office Supplies,16672.11,2190.92
2021-06-13,East,Technology,44704.98,9833.34
2021-06-14,West,Technology,37876.49,7870.41
2021-06-16,Central,Office Supplies,8402.32,1165.11
2021-06-16,West,Furniture,45620.01,6833.66
2021-06-17,South,Technology,3724.16,538.58
2021-06-18,West,Technology,32489.5,8984.22
2021-06-18,Central,Technology,1337.04,252.26
2021-06-19,Central,Office Supplies,30454.54,2806.08
2021-06-19,West,Furniture,2570.17,731.36
2021-06-20,West,Office Supplies,24660.8,2392.0
2021-06-21,Central,Technology,48070.54,8635.05
2021-06-23,Central,Office Supplies,27616.67,5814.23
2021-06-23,East,Technology,28877.2,4303.58
2021-06-25,West,Office Supplies,31910.23,8518.38
2021-06-25,East,Technology,17553.44,1481.29
2021-06-26,Central,Technology,43754.18,3569.74
2021-06-26,West,Office Supplies,5427.63,894.44
2021-06-26,Central,Office Supplies,43326.95,5680.74
2021-06-27,East,Office Supplies,28851.38,1871.32
2021-06-29,East,Office Supplies,46702.09,11007.58
2021-06-29,East,Furniture,42747.29,10566.85
2021-06-30,East,Furniture,45021.63,6727.19
2021-06-30,South,Technology,49328.11,13069.76
2021-07-01,Central,Furniture,31337.16,3255.03
2021-07-01,West,Furniture,29630.07,1917.87
2021-07-02,West,Technology,47858.02,9949.42
2021-07-03,South,Office Supplies,36004.54,3290.49
2021-07-03,West,Furniture,13074.75,3606.81
2021-07-04,Central,Furniture,35223.79,6668.85
2021-07-04,South,Office Supplies,18812.23,1342.84
